title,labels,author,name,latest_date,tags,description,dataset_info,included_models,dimension,edition,language,license,compatibility,inputs,case_sensitive,output,type,download_url,demo_url,colab_url,file,spark_version,ts,dataset
Onto 100,,John Snow Labs,onto_100,2020-02-03,"[ner, en, open_source]","Onto is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. Onto was trained on the OntoNotes text corpus. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. Onto 100 is trained with GloVe 100d word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://catalog.ldc.upenn.edu/LDC2013T19](https://catalog.ldc.upenn.edu/LDC2013T19),,,Official,en,Open Source,2.4.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/onto_100_en_2.4.0_2.4_1579729071672.zip,https://demo.johnsnowlabs.com/public/NER_EN_18,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_EN.ipynb,onto_100_en_2.4.0_2.4_1579729071672.zip,2.4,1579729071672,mds
NerDLModel Posology Large,"Dosage, Drug, Duration, Form, Frequency, Route, Strength",John Snow Labs,ner_posology_large,2020-04-22,"[ner, en, licensed]","Pretrained named entity recognition deep learning model for posology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.","Trained on the 2018 i2b2 dataset and FDA Drug datasets with 'embeddings_clinical'.
https://open.fda.gov/",,,Healthcare,en,Licensed,2.4.2,"sentence,token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_large_en_2.4.2_2.4_1587513302751.zip,,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,ner_posology_large_en_2.4.2_2.4_1587513302751.zip,2.4,1587513302751,mds
NerDLModel Diseases,Disease,John Snow Labs,ner_diseases,2020-03-25,"[ner, en, licensed]","Pretrained named entity recognition deep learning model for diseases. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.","Trained on i2b2 with 'embeddings_clinical'.
https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/",,,Healthcare,en,Licensed,2.4.4,"sentence,token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_diseases_en_2.4.4_2.4_1584452534235.zip,#,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,ner_diseases_en_2.4.4_2.4_1584452534235.zip,2.4,1584452534235,mds
RelationExtractionModel Clinical,"TrIP: A certain treatment has improved or cured a medical problem (eg, ‘infection resolved with antibiotic course’),TrWP: A patient's medical problem has deteriorated or worsened because of or in spite of a treatment being administered (eg, ‘the tumor was growing despite the drain’),TrCP: A treatment caused a medical problem (eg, ‘penicillin causes a rash’),TrAP: A treatment administered for a medical problem (eg, ‘Dexamphetamine for narcolepsy’),TrNAP: The administration of a treatment was avoided because of a medical problem (eg, ‘Ralafen which is contra,indicated because of ulcers’),TeRP: A test has revealed some medical problem (eg, ‘an echocardiogram revealed a pericardial effusion’),TeCP: A test was performed to investigate a medical problem (eg, ‘chest x,ray done to rule out pneumonia’),PIP: Two problems are related to each other (eg, ‘Azotemia presumed secondary to sepsis’)",John Snow Labs,re_clinical,2020-08-09,"[re, en, licensed]",Models the set of clinical relations defined in the 2010 i2b2 relation challenge.,"Trained on augmented 2010 i2b2 challenge data with 'clinical_embeddings'.
https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/",,,Healthcare,en,Licensed,2.5.5,"embeddings, pos_tags, ner_chunks, dependencies",false,relations,re,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_clinical_en_2.5.5_2.4_1596928426753.zip,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,re_clinical_en_2.5.5_2.4_1596928426753.zip,2.4,1596928426753,mds
Onto 300,,John Snow Labs,onto_300,2020-02-03,"[ner, en, open_source]","Onto is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. Onto was trained on the OntoNotes text corpus. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. Onto 300 is trained with GloVe 840B 300 word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://catalog.ldc.upenn.edu/LDC2013T19](https://catalog.ldc.upenn.edu/LDC2013T19),,,Official,en,Open Source,2.4.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/onto_300_en_2.4.0_2.4_1579729071854.zip,https://demo.johnsnowlabs.com/public/NER_EN_18,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_EN.ipynb,onto_300_en_2.4.0_2.4_1579729071854.zip,2.4,1579729071854,mds
WikiNER 6B 100,,John Snow Labs,wikiner_6B_100,2020-05-10,"[ner, pl, open_source]","WikiNER is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. WikiNER 6B 100 is trained with GloVe 6B 100 word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://pl.wikipedia.org](https://pl.wikipedia.org),,,Official,pl,Open Source,2.5.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/wikiner_6B_100_pl_2.5.0_2.4_1588519719293.zip,https://demo.johnsnowlabs.com/public/NER_PL,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_PL.ipynb,wikiner_6B_100_pl_2.5.0_2.4_1588519719293.zip,2.4,1588519719293,mds
NerDLModel Clinical,"Problem, Test, Treatment",John Snow Labs,ner_clinical,2020-01-30,"[licensed, ner, en]","Pretrained named entity recognition deep learning model for clinical terms. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.","Trained on 2010 i2b2 challenge data with `embeddings_clinical`.
https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/",,,Healthcare,en,Licensed,2.4.0,"sentence,token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_clinical_en_2.4.0_2.4_1580237286004.zip,,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,ner_clinical_en_2.4.0_2.4_1580237286004.zip,2.4,1580237286004,mds
BioBERT Pubmed,,John Snow Labs,biobert_pubmed_base_cased,2020-07-20,"[embeddings, en, open_source]","This model contains a pre,trained weights of BioBERT, a language representation model for biomedical domain, especially designed for biomedical text mining tasks such as biomedical named entity recognition, relation extraction, question answering, etc. The details are described in the paper ""[BioBERT: a pre,trained biomedical language representation model for biomedical text mining](https://arxiv.org/abs/1901.08746)"".",The model is imported from [https://github.com/dmis-lab/biobert](https://github.com/dmis-lab/biobert),,768,Official,en,Open Source,2.5.0,"sentence, token",true,word_embeddings,embeddings,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/biobert_pubmed_base_cased_en_2.5.0_2.4_1590487367971.zip,,,biobert_pubmed_base_cased_en_2.5.0_2.4_1590487367971.zip,2.4,1590487367971,mds
NerDLModel Posology,"Dosage,Drug,Duration,Form,Frequency,Route,Strength",John Snow Labs,ner_posology,2020-04-15,"[ner, en, licensed]","Pretrained named entity recognition deep learning model for posology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.","Trained on the 2018 i2b2 dataset and FDA Drug datasets with 'embeddings_clinical'.
https://open.fda.gov/",,,Healthcare,en,Licensed,2.4.2,"sentence,token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_en_2.4.4_2.4_1584452534235.zip,,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,ner_posology_en_2.4.4_2.4_1584452534235.zip,2.4,1584452534235,mds
BioBERT Pubmed PMC,,John Snow Labs,biobert_pubmed_pmc_base_cased,2020-07-20,"[embeddings, en, open_source]","This model contains a pre,trained weights of BioBERT, a language representation model for biomedical domain, especially designed for biomedical text mining tasks such as biomedical named entity recognition, relation extraction, question answering, etc. The details are described in the paper ""[BioBERT: a pre,trained biomedical language representation model for biomedical text mining](https://arxiv.org/abs/1901.08746)"".",The model is imported from [https://github.com/dmis-lab/biobert](https://github.com/dmis-lab/biobert),,768,Official,en,Open Source,2.5.0,"sentence, token",true,word_embeddings,embeddings,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/biobert_pubmed_pmc_base_cased_en_2.5.0_2.4_1590489367180.zip,,,biobert_pubmed_pmc_base_cased_en_2.5.0_2.4_1590489367180.zip,2.4,1590489367180,mds
Universal Sentence Encoder Large,,John Snow Labs,tfhub_use_lg,2020-04-17,"[embeddings, en, open_source]","The Universal Sentence Encoder encodes text into high,dimensional vectors that can be used for text classification, semantic similarity, clustering and other natural language tasks.,The model is trained and optimized for greater,than,word length text, such as sentences, phrases or short paragraphs. It is trained on a variety of data sources and a variety of tasks with the aim of dynamically accommodating a wide variety of natural language understanding tasks. The input is variable length English text and the output is a 512 dimensional vector. We apply this model to the STS benchmark for semantic similarity, and the results can be seen in the example notebook made available. The universal,sentence,encoder model is trained with a deep averaging network (DAN) encoder.,The details are described in the paper ""[Universal Sentence Encoder](https://arxiv.org/abs/1803.11175)"".",The model is imported from [https://tfhub.dev/google/universal-sentence-encoder-large/3](https://tfhub.dev/google/universal-sentence-encoder-large/3),,512,Official,en,Open Source,2.4.0,sentence,true,sentence_embeddings,embeddings,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/tfhub_use_lg_en_2.4.0_2.4_1587136993894.zip,,,tfhub_use_lg_en_2.4.0_2.4_1587136993894.zip,2.4,1587136993894,mds
Glove 6B 300,,John Snow Labs,glove_6B_300,2020-01-22,"[open_source, embeddings]","GloVe (Global Vectors) is a model for distributed word representation. This is achieved by mapping words into a meaningful space where the distance between words is related to semantic similarity. It outperformed many common Word2vec models on the word analogy task. One benefit of GloVe is that it is the result of directly modeling relationships, instead of getting them as a side effect of training a language model.",The model is imported from [https://nlp.stanford.edu/projects/glove/](https://nlp.stanford.edu/projects/glove/),,300,Official,xx,Open Source,2.4.0,"sentence, token",false,word_embeddings,embeddings,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/glove_6B_300_xx_2.4.0_2.4_1579698630432.zip,,,glove_6B_300_xx_2.4.0_2.4_1579698630432.zip,2.4,1579698630432,mds
NerDLModel Cellular,"DNA, Cell_type, Cell_line, RNA, Protein",John Snow Labs,ner_cellular,2020-04-22,"[ner, en, licensed]","Pretrained named entity recognition deep learning model for molecular biology related terms. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.","Trained on the JNLPBA corpus containing more than 2.404 publication abstracts with 'embeddings_clinical'.
http://www.geniaproject.org/",,,Healthcare,en,Licensed,2.4.2,"sentence,token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_cellular_en_2.4.2_2.4_1587513308751.zip,,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,ner_cellular_en_2.4.2_2.4_1587513308751.zip,2.4,1587513308751,mds
WikiNER 6B 300,,John Snow Labs,wikiner_6B_300,2020-02-03,"[ner, it, open_source]","WikiNER is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. WikiNER 6B 300 is trained with GloVe 6B 300 word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://it.wikipedia.org](https://it.wikipedia.org),,,Official,it,Open Source,2.4.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/wikiner_6B_300_it_2.4.0_2.4_1579717534334.zip,https://demo.johnsnowlabs.com/public/NER_IT,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_IT.ipynb,wikiner_6B_300_it_2.4.0_2.4_1579717534334.zip,2.4,1579717534334,mds
WikiNER 6B 300,,John Snow Labs,wikiner_6B_300,2019-07-13,"[open_source, ner, it]","WikiNER is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. WikiNER 6B 300 is trained with GloVe 6B 300 word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://it.wikipedia.org](https://it.wikipedia.org),,,Official,it,Open Source,2.1.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/wikiner_6B_300_it_2.1.0_2.4_1564906405608.zip,https://demo.johnsnowlabs.com/public/NER_IT,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_IT.ipynb,wikiner_6B_300_it_2.1.0_2.4_1564906405608.zip,2.4,1564906405608,mds
WikiNER 6B 300,,John Snow Labs,wikiner_6B_300,2020-05-10,"[ner, pt, open_source]","WikiNER is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. WikiNER 6B 300 is trained with GloVe 6B 300 word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://pt.wikipedia.org](https://pt.wikipedia.org),,,Official,pt,Open Source,2.5.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/wikiner_6B_300_pt_2.5.0_2.4_1588495233641.zip,https://demo.johnsnowlabs.com/public/NER_PT,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_PT.ipynb,wikiner_6B_300_pt_2.5.0_2.4_1588495233641.zip,2.4,1588495233641,mds
NerDLModel Anatomy,"Anatomical_system,Cell,Cellular_component,Developing_anatomical_structure,Immaterial_anatomical_entity,Multi,tissue_structure,Organ,Organism_subdivision,Organism_substance,Pathological_formation,Tissue",John Snow Labs,ner_anatomy,2020-04-22,"[ner, en, licensed]","Pretrained named entity recognition deep learning model for anatomy terms. Includes Anatomical_system, Cell, Cellular_component, Developing_anatomical_structure, Immaterial_anatomical_entity, Multi,tissue_structure, Organ, Organism_subdivision, Organism_substance, Pathological_formation, and Tissue entities. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.","Trained on the Anatomical Entity Mention (AnEM) corpus with 'embeddings_clinical'.
http://www.nactem.ac.uk/anatomy/",,,Healthcare,en,Licensed,2.4.2,"sentence,token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_anatomy_en_2.4.2_2.4_1587513307751.zip,,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,ner_anatomy_en_2.4.2_2.4_1587513307751.zip,2.4,1587513307751,mds
WikiNER 6B 100,,John Snow Labs,wikiner_6B_100,2020-02-03,"[ner, es, open_source]","WikiNER is a Named Entity Recognition (or NER) model, meaning it annotates text to find features like the names of people, places, and organizations. This NER model does not read words directly but instead reads word embeddings, which represent words as points such that more semantically similar words are closer together. WikiNER 6B 100 is trained with GloVe 6B 100 word embeddings, so be sure to use the same embeddings in the pipeline.",The model is imported from [https://es.wikipedia.org](https://es.wikipedia.org),,,Official,es,Open Source,2.4.0,"sentence, token, embeddings",false,ner,ner,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/wikiner_6B_100_es_2.4.0_2.4_1581971941700.zip,https://demo.johnsnowlabs.com/public/NER_ES,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/NER_ES.ipynb,wikiner_6B_100_es_2.4.0_2.4_1581971941700.zip,2.4,1581971941700,mds
BioBERT Pubmed Large,,John Snow Labs,biobert_pubmed_large_cased,2020-07-20,"[embeddings, en, open_source]","This model contains a pre,trained weights of BioBERT, a language representation model for biomedical domain, especially designed for biomedical text mining tasks such as biomedical named entity recognition, relation extraction, question answering, etc. The details are described in the paper ""[BioBERT: a pre,trained biomedical language representation model for biomedical text mining](https://arxiv.org/abs/1901.08746)"".",The model is imported from [https://github.com/dmis-lab/biobert](https://github.com/dmis-lab/biobert),,1024,Official,en,Open Source,2.5.0,"sentence, token",true,word_embeddings,embeddings,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/public/models/biobert_pubmed_large_cased_en_2.5.0_2.4_1590487739645.zip,,,biobert_pubmed_large_cased_en_2.5.0_2.4_1590487739645.zip,2.4,1590487739645,mds
Explain Clinical Doc CARP,,John Snow Labs,explain_clinical_doc_carp,2020-08-19,"[pipeline, en, licensed]","A pretrained pipeline with ner_clinical, assertion_dl, re_clinical and ner_posology. It will extract clinical and medication entities, assign assertion status and find relationships between clinical entities.",,"- ner_clinical
- assertion_dl
- re_clinical
- ner_posology",,Healthcare,en,Licensed,2.5.5,,,,pipeline,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/explain_clinical_doc_carp_en_2.5.5_2.4_1597841630062.zip,,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/11.Pretrained_Clinical_Pipelines.ipynb,explain_clinical_doc_carp_en_2.5.5_2.4_1597841630062.zip,2.4,1597841630062,mds
